Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Weight lifting duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,16.500522940522337,,,,,,,,,80,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,16.500522940522337,,,,,,,,,,,,,900000,,
00:30:00.000-04:00,00:45:00.000-04:00,16.500522940522337,,,,,,,,,,,,,900000,,
00:45:00.000-04:00,01:00:00.000-04:00,16.500522940522337,,,,,,,,,38,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,25.397563520561185,,,,,,,,,105,,,,744770,155230,
01:15:00.000-04:00,01:30:00.000-04:00,16.50052384624341,,,,,,2.140000104904175,2.140000104904175,2.140000104904175,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,16.50052384624341,,,,,,2.140000104904175,2.140000104904175,2.140000104904175,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,16.50052384624341,,,,,,2.140000104904175,2.140000104904175,2.140000104904175,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
03:30:00.000-04:00,03:45:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
03:45:00.000-04:00,04:00:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
04:00:00.000-04:00,04:15:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
04:15:00.000-04:00,04:30:00.000-04:00,16.50052384624341,,,,,,,,,,,,,900000,,
