Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Weight lifting duration (ms)
16:15:00.000-04:00,16:30:00.000-04:00,24.475920236205454,78.18877029418945,38.7752044,-90.3906789,38.7752044,-90.3906789,,,,160,,,,755145,144855,
16:30:00.000-04:00,16:45:00.000-04:00,16.35877659653675,,,,,,,,,,,,,900000,,
16:45:00.000-04:00,17:00:00.000-04:00,16.35877659653675,,,,,,,,,21,,,,900000,,
17:00:00.000-04:00,17:15:00.000-04:00,20.365486712781845,38.1841925882782,38.7756863,-90.3904739,38.7756863,-90.3904739,0.6631299257278443,0.9869995713233948,0.3392602801322937,195,,,,828498,71502,
17:15:00.000-04:00,17:30:00.000-04:00,45.602572024189,364.5442438817536,38.7748065,-90.3906936,38.7758905,-90.3902644,0.8586049079895021,1.2038829326629639,0.51332688331604,603,,,,378128,521872,
17:30:00.000-04:00,17:45:00.000-04:00,30.27801024574975,238.3202304840088,38.7747969,-90.3907654,38.7747969,-90.3907654,1.170475395404896,1.235095500946045,1.07262122631073,441,,,,651604,248396,
17:45:00.000-04:00,18:00:00.000-04:00,60.85136398278345,190.33496379852295,38.7689169,-90.3729459,38.7689169,-90.3729459,1.0868024595380568,1.230738639831543,0.3204801678657532,383,,,,340936,252661,306403
18:00:00.000-04:00,18:15:00.000-04:00,105.46023101027588,,38.7690013,-90.3730427,38.7690013,-90.3730427,,,,,,,,,,900000
18:15:00.000-04:00,18:30:00.000-04:00,76.79183816838139,,38.7688601,-90.3729877,38.7688999,-90.3728798,,,,113,,,,289575,,610425
18:30:00.000-04:00,18:45:00.000-04:00,30.538881871727316,191.373197555542,38.7688902,-90.3744,38.7693268,-90.3729283,0.9963556713927513,1.2311675548553467,0.2553352117538452,306,,,,562597,253052,
18:45:00.000-04:00,19:00:00.000-04:00,16.35877683992357,,38.7692639,-90.3659381,38.7692639,-90.3659381,,,,,,,,,,
19:00:00.000-04:00,19:15:00.000-04:00,20.59983106260404,12.421346306800842,38.7513552,-89.9524981,38.7513552,-89.9524981,,,,38,,,,43399,75684,
19:15:00.000-04:00,19:30:00.000-04:00,16.35877692638876,,38.7514156,-89.9524669,38.751521,-89.9524411,,,,16,,,,900000,,
19:30:00.000-04:00,19:45:00.000-04:00,16.35877692638876,,,,,,,,,4,,,,900000,,
19:45:00.000-04:00,20:00:00.000-04:00,42.14225598896533,58.193899154663086,,,,,,,,530,,,,439879,460121,
20:00:00.000-04:00,20:15:00.000-04:00,16.35877483799174,,,,,,,,,94,,,,900000,,
20:15:00.000-04:00,20:30:00.000-04:00,16.35877483799174,,,,,,,,,,,,,900000,,
20:30:00.000-04:00,20:45:00.000-04:00,16.35877483799174,,,,,,,,,,,,,900000,,
20:45:00.000-04:00,21:00:00.000-04:00,16.35877483799174,,,,,,,,,19,,,,900000,,
21:00:00.000-04:00,21:15:00.000-04:00,23.55644225616217,71.86500821831902,38.7514096,-89.9524044,38.7514096,-89.9524044,0.5919416669186199,0.7907484173774719,0.29275262355804443,162,,,,771553,128447,
21:15:00.000-04:00,21:30:00.000-04:00,30.456060081556075,29.467026369541088,38.7512633,-89.9523498,38.7512633,-89.9523498,0.6200000047683716,0.6200000047683716,0.6200000047683716,51,,,,648426,251574,
21:30:00.000-04:00,21:45:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
21:45:00.000-04:00,22:00:00.000-04:00,16.358775548074867,,38.7513209,-89.9524334,38.7513209,-89.9524334,,,,,,,,900000,,
22:00:00.000-04:00,22:15:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
22:15:00.000-04:00,22:30:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
22:30:00.000-04:00,22:45:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
22:45:00.000-04:00,23:00:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
23:00:00.000-04:00,23:15:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
23:15:00.000-04:00,23:30:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
23:30:00.000-04:00,23:45:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
23:45:00.000-04:00,00:00:00.000-04:00,16.358775548074867,,,,,,,,,,,,,900000,,
