Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms)
21:15:00.000-04:00,21:30:00.000-04:00,56.588844372518864,121.59844100475311,38.75129699707031,-89.95258331298828,38.751365661621094,-89.9523696899414,0.3321408542189135,0.7716795802116394,0.254369854927063,224,,,,,200564,699436
21:30:00.000-04:00,21:45:00.000-04:00,20.16325283378245,,38.75127029418945,-89.95245361328125,38.75132369995117,-89.95220184326172,,,,,,,,,836095,63905
21:45:00.000-04:00,22:00:00.000-04:00,16.500524424053673,,38.75124740600586,-89.95230102539062,38.75124740600586,-89.95230102539062,,,,86,,,,,900000,
22:00:00.000-04:00,22:15:00.000-04:00,16.500524424053673,,38.75123596191406,-89.95240020751953,38.75131607055664,-89.9522933959961,,,,7,,,,,900000,
22:15:00.000-04:00,22:30:00.000-04:00,16.500524424053673,,38.75127410888672,-89.95235443115234,38.75128936767578,-89.95220184326172,,,,91,,,,,900000,
22:30:00.000-04:00,22:45:00.000-04:00,19.366112856732506,21.527496402622226,38.75115203857422,-89.952392578125,38.75123977661133,-89.9522933959961,0.45195695757865906,0.45195695757865906,0.45195695757865906,260,,,,,850003,49997
22:45:00.000-04:00,23:00:00.000-04:00,35.07844512040703,127.96935551845931,38.75126647949219,-89.95240783691406,38.75136184692383,-89.95230102539062,0.6471792892900069,0.9826323390007019,0.37252718210220337,201,,,,,575864,324136
23:00:00.000-04:00,23:15:00.000-04:00,16.50052219966984,,38.75133514404297,-89.9523696899414,38.75138854980469,-89.9522705078125,,,,,,,,,900000,
23:15:00.000-04:00,23:30:00.000-04:00,16.50052219966984,,38.75119400024414,-89.95240020751953,38.751243591308594,-89.95234680175781,,,,,,,,,900000,
23:30:00.000-04:00,23:45:00.000-04:00,16.50052219966984,,38.75126266479492,-89.95246887207031,38.751380920410156,-89.95244598388672,,,,,,,,,900000,
23:45:00.000-04:00,00:00:00.000-04:00,16.50052219966984,,38.75123596191406,-89.95250701904297,38.75123596191406,-89.95250701904297,,,,,,,,,900000,
