Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,,,,,,,5.059999942779541,5.059999942779541,5.059999942779541,,,,,900000,
00:15:00.000-04:00,00:30:00.000-04:00,,,38.75100326538086,-89.9524917602539,38.75123596191406,-89.9523696899414,4.029899014716684,5.059999942779541,0.8999999761581421,,,,,900000,
00:30:00.000-04:00,00:45:00.000-04:00,,,,,,,,,,,,,,900000,
00:45:00.000-04:00,01:00:00.000-04:00,,,,,,,,,,,,,,900000,
01:00:00.000-04:00,01:15:00.000-04:00,,,38.75129699707031,-89.952392578125,38.75129699707031,-89.952392578125,,,,,,,,900000,
01:15:00.000-04:00,01:30:00.000-04:00,,,,,,,,,,,,,,900000,
01:30:00.000-04:00,01:45:00.000-04:00,,,38.75152587890625,-89.95238494873047,38.75152587890625,-89.95238494873047,,,,,,,,900000,
01:45:00.000-04:00,02:00:00.000-04:00,,,,,,,,,,,,,,900000,
02:00:00.000-04:00,02:15:00.000-04:00,,,,,,,,,,,,,,900000,
02:15:00.000-04:00,02:30:00.000-04:00,,,,,,,,,,,,,,900000,
02:30:00.000-04:00,02:45:00.000-04:00,,,,,,,,,,,,,,900000,
02:45:00.000-04:00,03:00:00.000-04:00,,,38.75118637084961,-89.9524917602539,38.75118637084961,-89.9524917602539,,,,,,,,900000,
03:00:00.000-04:00,03:15:00.000-04:00,,,,,,,,,,,,,,900000,
03:15:00.000-04:00,03:30:00.000-04:00,,,38.75115966796875,-89.95243072509766,38.75115966796875,-89.95243072509766,,,,,,,,900000,
03:30:00.000-04:00,03:45:00.000-04:00,,,,,,,,,,,,,,900000,
03:45:00.000-04:00,04:00:00.000-04:00,,,,,,,,,,,,,,900000,
04:00:00.000-04:00,04:15:00.000-04:00,,,38.751190185546875,-89.95255279541016,38.751190185546875,-89.95255279541016,,,,,,,,900000,
04:15:00.000-04:00,04:30:00.000-04:00,,,,,,,,,,,,,,900000,
04:30:00.000-04:00,04:45:00.000-04:00,,,38.751251220703125,-89.9525146484375,38.751251220703125,-89.9525146484375,,,,,,,,900000,
04:45:00.000-04:00,05:00:00.000-04:00,,,,,,,,,,,,,,900000,
05:00:00.000-04:00,05:15:00.000-04:00,,,38.751312255859375,-89.95247650146484,38.751312255859375,-89.95247650146484,,,,,,,,900000,
05:15:00.000-04:00,05:30:00.000-04:00,,,,,,,,,,,,,,900000,
05:30:00.000-04:00,05:45:00.000-04:00,,,38.751407623291016,-89.95234680175781,38.751407623291016,-89.95234680175781,3.4700000286102295,3.4700000286102295,3.4700000286102295,,,,,900000,
05:45:00.000-04:00,06:00:00.000-04:00,,,,,,,3.4700000286102295,3.4700000286102295,3.4700000286102295,,,,,900000,
06:00:00.000-04:00,06:15:00.000-04:00,,,,,,,3.4700000286102295,3.4700000286102295,3.4700000286102295,,,,,900000,
06:15:00.000-04:00,06:30:00.000-04:00,,,38.751468658447266,-89.9525375366211,38.751468658447266,-89.9525375366211,3.4700000286102295,3.4700000286102295,3.4700000286102295,,,,,900000,
