Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Weight lifting duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,16.406025800404556,,38.75135803222656,-89.95265197753906,38.751426696777344,-89.9525146484375,,,,,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,16.406025800404556,,38.75130844116211,-89.95247650146484,38.75141525268555,-89.9523696899414,,,,11,,,,900000,,
00:30:00.000-04:00,00:45:00.000-04:00,16.406025800404556,,,,,,,,,4,,,,900000,,
00:45:00.000-04:00,01:00:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
01:15:00.000-04:00,01:30:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,16.406025800404556,,38.75128936767578,-89.95240783691406,38.75128936767578,-89.95240783691406,0.6899999976158142,0.6899999976158142,0.6899999976158142,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,16.406025800404556,,,,,,0.6899999976158142,0.6899999976158142,0.6899999976158142,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,16.406025800404556,,,,,,0.6899999976158142,0.6899999976158142,0.6899999976158142,6,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,16.406025800404556,,,,,,0.6899999976158142,0.6899999976158142,0.6899999976158142,43,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,16.406025800404556,,38.75168228149414,-89.95259857177734,38.75168228149414,-89.95259857177734,,,,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,16.406025800404556,,38.7513427734375,-89.95246887207031,38.7513427734375,-89.95246887207031,0.800000011920929,0.800000011920929,0.800000011920929,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,16.406025800404556,,,,,,0.800000011920929,0.800000011920929,0.800000011920929,,,,,900000,,
03:30:00.000-04:00,03:45:00.000-04:00,16.406025800404556,,38.75126266479492,-89.95250701904297,38.75126266479492,-89.95250701904297,0.8250884913982556,0.8999999761581421,0.800000011920929,,,,,900000,,
03:45:00.000-04:00,04:00:00.000-04:00,16.406025800404556,,,,,,0.8999999761581421,0.8999999761581421,0.8999999761581421,,,,,900000,,
04:00:00.000-04:00,04:15:00.000-04:00,16.406025800404556,,38.75143051147461,-89.95254516601562,38.75143051147461,-89.95254516601562,0.8999999761581421,0.8999999761581421,0.8999999761581421,,,,,900000,,
04:15:00.000-04:00,04:30:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
04:30:00.000-04:00,04:45:00.000-04:00,16.406025800404556,,38.751441955566406,-89.95276641845703,38.751441955566406,-89.95276641845703,,,,,,,,900000,,
04:45:00.000-04:00,05:00:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
05:00:00.000-04:00,05:15:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
05:15:00.000-04:00,05:30:00.000-04:00,16.406025800404556,,,,,,,,,,,,,900000,,
05:30:00.000-04:00,05:45:00.000-04:00,16.406025800404556,,38.75127029418945,-89.95234680175781,38.75127029418945,-89.95234680175781,0.6200000047683716,0.6200000047683716,0.6200000047683716,,,,,900000,,
05:45:00.000-04:00,06:00:00.000-04:00,16.406025800404556,,,,,,0.6200000047683715,0.6200000047683716,0.6200000047683716,,,,,900000,,
